tradeDate,market,price,currency,uom,month
28-Aug-2018,TCPL-Enbridge CDA,2.3305,USD,MM,Oct-2019
28-Aug-2018,TCPL-Enbridge CDA,3.487,USD,MM,Nov-2019
28-Aug-2018,TCPL-Enbridge CDA,3.609,USD,MM,Dec-2019
28-Aug-2018,TCPL-Enbridge CDA,3.705,USD,MM,Jan-2020
28-Aug-2018,TCPL-Enbridge CDA,3.665,USD,MM,Feb-2020
28-Aug-2018,TCPL-Enbridge CDA,3.558,USD,MM,Mar-2020
28-Aug-2018,TCPL-Enbridge CDA,2.2205,USD,MM,Apr-2020
28-Aug-2018,TCPL-Enbridge CDA,2.1835,USD,MM,May-2020
28-Aug-2018,TCPL-Enbridge CDA,2.2085,USD,MM,Jun-2020
28-Aug-2018,TCPL-Enbridge CDA,2.2355,USD,MM,Jul-2020
28-Aug-2018,TCPL-Enbridge CDA,2.2445,USD,MM,Aug-2020
28-Aug-2018,TCPL-Enbridge CDA,2.2285,USD,MM,Sep-2020
28-Aug-2018,TCPL-Enbridge CDA,2.2455,USD,MM,Oct-2020
28-Aug-2018,TCPL-Enbridge CDA,3.3545,USD,MM,Nov-2020
28-Aug-2018,TCPL-Enbridge CDA,3.4795,USD,MM,Dec-2020
28-Aug-2018,TCPL-Enbridge CDA,3.5825,USD,MM,Jan-2021
28-Aug-2018,TCPL-Enbridge CDA,3.5465,USD,MM,Feb-2021
28-Aug-2018,TCPL-Enbridge CDA,3.4585,USD,MM,Mar-2021
28-Aug-2018,TCPL-Enbridge CDA,2.1335,USD,MM,Apr-2021
28-Aug-2018,TCPL-Enbridge CDA,2.1015,USD,MM,May-2021
28-Aug-2018,TCPL-Enbridge CDA,2.1295,USD,MM,Jun-2021
28-Aug-2018,TCPL-Enbridge CDA,2.1595,USD,MM,Jul-2021
28-Aug-2018,TCPL-Enbridge CDA,2.1715,USD,MM,Aug-2021
28-Aug-2018,TCPL-Enbridge CDA,2.1685,USD,MM,Sep-2021
28-Aug-2018,TCPL-Enbridge CDA,2.1925,USD,MM,Oct-2021
28-Aug-2018,TCPL-Enbridge CDA,3.2095,USD,MM,Nov-2021
28-Aug-2018,TCPL-Enbridge CDA,3.3425,USD,MM,Dec-2021
28-Aug-2018,TCPL-Enbridge CDA,3.4425,USD,MM,Jan-2022
28-Aug-2018,TCPL-Enbridge CDA,3.4085,USD,MM,Feb-2022
28-Aug-2018,TCPL-Enbridge CDA,3.3365,USD,MM,Mar-2022
28-Aug-2018,TCPL-Enbridge CDA,2.134,USD,MM,Apr-2022
28-Aug-2018,TCPL-Enbridge CDA,2.111,USD,MM,May-2022
28-Aug-2018,TCPL-Enbridge CDA,2.136,USD,MM,Jun-2022
28-Aug-2018,TCPL-Enbridge CDA,2.163,USD,MM,Jul-2022
28-Aug-2018,TCPL-Enbridge CDA,2.176,USD,MM,Aug-2022
28-Aug-2018,TCPL-Enbridge CDA,2.177,USD,MM,Sep-2022
28-Aug-2018,TCPL-Enbridge CDA,2.204,USD,MM,Oct-2022
28-Aug-2018,TCPL-Enbridge CDA,2.5105,USD,MM,Nov-2022
28-Aug-2018,TCPL-Enbridge CDA,2.6505,USD,MM,Dec-2022
28-Aug-2018,TCPL-Enbridge CDA,2.7505,USD,MM,Jan-2023
28-Aug-2018,TCPL-Enbridge CDA,2.7175,USD,MM,Feb-2023
28-Aug-2018,TCPL-Enbridge CDA,2.6505,USD,MM,Mar-2023
28-Aug-2018,TCPL-Enbridge CDA,2.1055,USD,MM,Apr-2023
28-Aug-2018,TCPL-Enbridge CDA,2.0925,USD,MM,May-2023
28-Aug-2018,TCPL-Enbridge CDA,2.1185,USD,MM,Jun-2023
28-Aug-2018,TCPL-Enbridge CDA,2.1475,USD,MM,Jul-2023
28-Aug-2018,TCPL-Enbridge CDA,2.1645,USD,MM,Aug-2023
28-Aug-2018,TCPL-Enbridge CDA,2.1685,USD,MM,Sep-2023
28-Aug-2018,Union-Dawn,2.8595,USD,MM,Sep-2018
28-Aug-2018,Union-Dawn,2.7125,USD,MM,Oct-2018
28-Aug-2018,Union-Dawn,2.853,USD,MM,Nov-2018
28-Aug-2018,Union-Dawn,3.0135,USD,MM,Dec-2018
28-Aug-2018,Union-Dawn,3.1765,USD,MM,Jan-2019
28-Aug-2018,Union-Dawn,3.15,USD,MM,Feb-2019
28-Aug-2018,Union-Dawn,2.937,USD,MM,Mar-2019
28-Aug-2018,Union-Dawn,2.4695,USD,MM,Apr-2019
28-Aug-2018,Union-Dawn,2.346,USD,MM,May-2019
28-Aug-2018,Union-Dawn,2.3895,USD,MM,Jun-2019
28-Aug-2018,Union-Dawn,2.3565,USD,MM,Jul-2019
28-Aug-2018,Union-Dawn,2.348,USD,MM,Aug-2019
28-Aug-2018,Union-Dawn,2.342,USD,MM,Sep-2019
28-Aug-2018,Union-Dawn,2.3405,USD,MM,Oct-2019
28-Aug-2018,Union-Dawn,2.657,USD,MM,Nov-2019
28-Aug-2018,Union-Dawn,2.779,USD,MM,Dec-2019
28-Aug-2018,Union-Dawn,2.875,USD,MM,Jan-2020
28-Aug-2018,Union-Dawn,2.835,USD,MM,Feb-2020
28-Aug-2018,Union-Dawn,2.728,USD,MM,Mar-2020
28-Aug-2018,Union-Dawn,2.2305,USD,MM,Apr-2020
28-Aug-2018,Union-Dawn,2.1935,USD,MM,May-2020
28-Aug-2018,Union-Dawn,2.2185,USD,MM,Jun-2020
28-Aug-2018,Union-Dawn,2.2455,USD,MM,Jul-2020
28-Aug-2018,Union-Dawn,2.2545,USD,MM,Aug-2020
28-Aug-2018,Union-Dawn,2.2385,USD,MM,Sep-2020
28-Aug-2018,Union-Dawn,2.2555,USD,MM,Oct-2020
28-Aug-2018,Union-Dawn,2.5445,USD,MM,Nov-2020
28-Aug-2018,Union-Dawn,2.6695,USD,MM,Dec-2020
28-Aug-2018,Union-Dawn,2.7725,USD,MM,Jan-2021
28-Aug-2018,Union-Dawn,2.7365,USD,MM,Feb-2021
28-Aug-2018,Union-Dawn,2.6485,USD,MM,Mar-2021
28-Aug-2018,Union-Dawn,2.1435,USD,MM,Apr-2021
28-Aug-2018,Union-Dawn,2.1115,USD,MM,May-2021
28-Aug-2018,Union-Dawn,2.1395,USD,MM,Jun-2021
28-Aug-2018,Union-Dawn,2.1695,USD,MM,Jul-2021
28-Aug-2018,Union-Dawn,2.1815,USD,MM,Aug-2021
28-Aug-2018,Union-Dawn,2.1785,USD,MM,Sep-2021
28-Aug-2018,Union-Dawn,2.2025,USD,MM,Oct-2021
28-Aug-2018,Union-Dawn,2.4895,USD,MM,Nov-2021
28-Aug-2018,Union-Dawn,2.6225,USD,MM,Dec-2021
28-Aug-2018,Union-Dawn,2.7225,USD,MM,Jan-2022
28-Aug-2018,Union-Dawn,2.6885,USD,MM,Feb-2022
28-Aug-2018,Union-Dawn,2.6165,USD,MM,Mar-2022
28-Aug-2018,Union-Dawn,2.144,USD,MM,Apr-2022
28-Aug-2018,Union-Dawn,2.121,USD,MM,May-2022
28-Aug-2018,Union-Dawn,2.146,USD,MM,Jun-2022
28-Aug-2018,Union-Dawn,2.173,USD,MM,Jul-2022
28-Aug-2018,Union-Dawn,2.186,USD,MM,Aug-2022
28-Aug-2018,Union-Dawn,2.187,USD,MM,Sep-2022
28-Aug-2018,Union-Dawn,2.214,USD,MM,Oct-2022
28-Aug-2018,Union-Dawn,2.5205,USD,MM,Nov-2022
28-Aug-2018,Union-Dawn,2.6605,USD,MM,Dec-2022
28-Aug-2018,Union-Dawn,2.7605,USD,MM,Jan-2023
28-Aug-2018,Union-Dawn,2.7275,USD,MM,Feb-2023
28-Aug-2018,Union-Dawn,2.6605,USD,MM,Mar-2023
28-Aug-2018,Union-Dawn,2.1155,USD,MM,Apr-2023
28-Aug-2018,Union-Dawn,2.1025,USD,MM,May-2023
28-Aug-2018,Union-Dawn,2.1285,USD,MM,Jun-2023
28-Aug-2018,Union-Dawn,2.1575,USD,MM,Jul-2023
28-Aug-2018,Union-Dawn,2.1745,USD,MM,Aug-2023
28-Aug-2018,Union-Dawn,2.1785,USD,MM,Sep-2023
28-Aug-2018,Union-Dawn,2.2085,USD,MM,Oct-2023
28-Aug-2018,Union-Dawn,2.5475,USD,MM,Nov-2023
28-Aug-2018,Union-Dawn,2.6955,USD,MM,Dec-2023
28-Aug-2018,Union-Dawn,2.8025,USD,MM,Jan-2024
28-Aug-2018,Union-Dawn,2.7705,USD,MM,Feb-2024
28-Aug-2018,Union-Dawn,2.7055,USD,MM,Mar-2024
28-Aug-2018,Union-Dawn,2.348,USD,MM,Apr-2024
28-Aug-2018,Union-Dawn,2.33,USD,MM,May-2024
28-Aug-2018,Union-Dawn,2.361,USD,MM,Jun-2024
28-Aug-2018,Union-Dawn,2.397,USD,MM,Jul-2024
28-Aug-2018,Union-Dawn,2.414,USD,MM,Aug-2024
28-Aug-2018,Union-Dawn,2.416,USD,MM,Sep-2024
28-Aug-2018,Union-Dawn,2.444,USD,MM,Oct-2024
28-Aug-2018,Union-Dawn,2.627,USD,MM,Nov-2024
28-Aug-2018,Union-Dawn,2.765,USD,MM,Dec-2024
28-Aug-2018,Union-Dawn,2.871,USD,MM,Jan-2025
28-Aug-2018,Union-Dawn,2.839,USD,MM,Feb-2025
28-Aug-2018,Union-Dawn,2.774,USD,MM,Mar-2025
28-Aug-2018,Union-Dawn,2.434,USD,MM,Apr-2025
28-Aug-2018,Union-Dawn,2.417,USD,MM,May-2025
28-Aug-2018,Union-Dawn,2.446,USD,MM,Jun-2025
28-Aug-2018,Union-Dawn,2.478,USD,MM,Jul-2025
28-Aug-2018,Union-Dawn,2.497,USD,MM,Aug-2025
28-Aug-2018,Union-Dawn,2.499,USD,MM,Sep-2025
28-Aug-2018,Union-Dawn,2.527,USD,MM,Oct-2025
28-Aug-2018,Union-Dawn,2.779,USD,MM,Nov-2025
28-Aug-2018,Union-Dawn,2.921,USD,MM,Dec-2025
28-Aug-2018,Union-Dawn,3.031,USD,MM,Jan-2026
28-Aug-2018,Union-Dawn,2.996,USD,MM,Feb-2026
28-Aug-2018,Union-Dawn,2.93,USD,MM,Mar-2026
28-Aug-2018,Union-Dawn,2.518,USD,MM,Apr-2026
28-Aug-2018,Union-Dawn,2.503,USD,MM,May-2026
28-Aug-2018,Union-Dawn,2.524,USD,MM,Jun-2026
28-Aug-2018,Union-Dawn,2.548,USD,MM,Jul-2026
28-Aug-2018,Union-Dawn,2.568,USD,MM,Aug-2026
28-Aug-2018,Union-Dawn,2.57,USD,MM,Sep-2026
28-Aug-2018,Union-Dawn,2.598,USD,MM,Oct-2026
28-Aug-2018,Union-Dawn,2.853,USD,MM,Nov-2026
28-Aug-2018,Union-Dawn,2.998,USD,MM,Dec-2026
28-Aug-2018,Union-Dawn,3.113,USD,MM,Jan-2027
28-Aug-2018,Union-Dawn,3.079,USD,MM,Feb-2027
28-Aug-2018,Union-Dawn,3.013,USD,MM,Mar-2027
28-Aug-2018,Union-Dawn,2.613,USD,MM,Apr-2027
28-Aug-2018,Union-Dawn,2.596,USD,MM,May-2027
28-Aug-2018,Union-Dawn,2.622,USD,MM,Jun-2027
28-Aug-2018,Union-Dawn,2.65,USD,MM,Jul-2027
28-Aug-2018,Union-Dawn,2.668,USD,MM,Aug-2027
28-Aug-2018,Union-Dawn,2.67,USD,MM,Sep-2027
28-Aug-2018,Union-Dawn,2.698,USD,MM,Oct-2027
28-Aug-2018,Union-Dawn,2.945,USD,MM,Nov-2027
28-Aug-2018,Union-Dawn,3.091,USD,MM,Dec-2027
28-Aug-2018,Union-Dawn,3.209,USD,MM,Jan-2028
28-Aug-2018,Union-Dawn,3.177,USD,MM,Feb-2028
28-Aug-2018,Union-Dawn,3.112,USD,MM,Mar-2028
28-Aug-2018,Union-Dawn,2.842,USD,MM,Apr-2028
28-Aug-2018,Union-Dawn,2.82,USD,MM,May-2028
28-Aug-2018,Union-Dawn,2.85,USD,MM,Jun-2028
28-Aug-2018,Union-Dawn,2.89,USD,MM,Jul-2028
28-Aug-2018,Union-Dawn,2.93,USD,MM,Aug-2028
28-Aug-2018,Union-Dawn,2.945,USD,MM,Sep-2028
28-Aug-2018,Union-Parkway,2.862,USD,MM,Sep-2018
28-Aug-2018,Union-Parkway,2.7175,USD,MM,Oct-2018
28-Aug-2018,Union-Parkway,2.923,USD,MM,Nov-2018
28-Aug-2018,Union-Parkway,3.0835,USD,MM,Dec-2018
28-Aug-2018,Union-Parkway,3.2465,USD,MM,Jan-2019
28-Aug-2018,Union-Parkway,3.22,USD,MM,Feb-2019
28-Aug-2018,Union-Parkway,3.007,USD,MM,Mar-2019
28-Aug-2018,Union-Parkway,2.472,USD,MM,Apr-2019
28-Aug-2018,Union-Parkway,2.3485,USD,MM,May-2019
28-Aug-2018,Union-Parkway,2.392,USD,MM,Jun-2019
28-Aug-2018,Union-Parkway,2.359,USD,MM,Jul-2019
28-Aug-2018,Union-Parkway,2.3505,USD,MM,Aug-2019
28-Aug-2018,Union-Parkway,2.3445,USD,MM,Sep-2019
28-Aug-2018,Union-Parkway,2.343,USD,MM,Oct-2019
28-Aug-2018,Union-Parkway,2.727,USD,MM,Nov-2019
28-Aug-2018,Union-Parkway,2.849,USD,MM,Dec-2019
28-Aug-2018,Union-Parkway,2.945,USD,MM,Jan-2020
28-Aug-2018,Union-Parkway,2.905,USD,MM,Feb-2020
28-Aug-2018,Union-Parkway,2.798,USD,MM,Mar-2020
28-Aug-2018,Union-Parkway,2.2205,USD,MM,Apr-2020
28-Aug-2018,Union-Parkway,2.1835,USD,MM,May-2020
28-Aug-2018,Union-Parkway,2.2085,USD,MM,Jun-2020
28-Aug-2018,Union-Parkway,2.2355,USD,MM,Jul-2020
28-Aug-2018,Union-Parkway,2.2445,USD,MM,Aug-2020
28-Aug-2018,Union-Parkway,2.2285,USD,MM,Sep-2020
28-Aug-2018,Union-Parkway,2.2455,USD,MM,Oct-2020
28-Aug-2018,Union-Parkway,2.6345,USD,MM,Nov-2020
28-Aug-2018,Union-Parkway,2.7595,USD,MM,Dec-2020
28-Aug-2018,Union-Parkway,2.8625,USD,MM,Jan-2021
28-Aug-2018,Union-Parkway,2.8265,USD,MM,Feb-2021
28-Aug-2018,Union-Parkway,2.7385,USD,MM,Mar-2021
28-Aug-2018,Union-Parkway,2.1335,USD,MM,Apr-2021
28-Aug-2018,Union-Parkway,2.1015,USD,MM,May-2021
28-Aug-2018,Union-Parkway,2.1295,USD,MM,Jun-2021
28-Aug-2018,Union-Parkway,2.1595,USD,MM,Jul-2021
28-Aug-2018,Union-Parkway,2.1715,USD,MM,Aug-2021
28-Aug-2018,Union-Parkway,2.1685,USD,MM,Sep-2021
28-Aug-2018,Union-Parkway,2.1925,USD,MM,Oct-2021
28-Aug-2018,Union-Parkway,2.5895,USD,MM,Nov-2021
28-Aug-2018,Union-Parkway,2.7225,USD,MM,Dec-2021
28-Aug-2018,Union-Parkway,2.8225,USD,MM,Jan-2022
28-Aug-2018,Union-Parkway,2.7885,USD,MM,Feb-2022
28-Aug-2018,Union-Parkway,2.7165,USD,MM,Mar-2022
28-Aug-2018,Union-Parkway,2.134,USD,MM,Apr-2022
28-Aug-2018,Union-Parkway,2.111,USD,MM,May-2022
28-Aug-2018,Union-Parkway,2.136,USD,MM,Jun-2022
28-Aug-2018,Union-Parkway,2.163,USD,MM,Jul-2022
28-Aug-2018,Union-Parkway,2.176,USD,MM,Aug-2022
28-Aug-2018,Union-Parkway,2.177,USD,MM,Sep-2022
28-Aug-2018,Union-Parkway,2.204,USD,MM,Oct-2022
28-Aug-2018,Union-Parkway,2.5105,USD,MM,Nov-2022
28-Aug-2018,Union-Parkway,2.6505,USD,MM,Dec-2022
28-Aug-2018,Union-Parkway,2.7505,USD,MM,Jan-2023
28-Aug-2018,Union-Parkway,2.7175,USD,MM,Feb-2023
28-Aug-2018,Union-Parkway,2.6505,USD,MM,Mar-2023
28-Aug-2018,Union-Parkway,2.1055,USD,MM,Apr-2023
28-Aug-2018,Union-Parkway,2.0925,USD,MM,May-2023
28-Aug-2018,Union-Parkway,2.1185,USD,MM,Jun-2023
28-Aug-2018,Union-Parkway,2.1475,USD,MM,Jul-2023
28-Aug-2018,Union-Parkway,2.1645,USD,MM,Aug-2023
28-Aug-2018,Union-Parkway,2.1685,USD,MM,Sep-2023
28-Aug-2018,Union-Parkway,2.936,USD,MM,Oct-2023
28-Aug-2018,Union-Parkway,3.006,USD,MM,Nov-2023
28-Aug-2018,Union-Parkway,3.153,USD,MM,Dec-2023
28-Aug-2018,Union-Parkway,3.295,USD,MM,Jan-2024
28-Aug-2018,Union-Parkway,3.255,USD,MM,Feb-2024
28-Aug-2018,Union-Parkway,3.187,USD,MM,Mar-2024
28-Aug-2018,Union-Parkway,2.842,USD,MM,Apr-2024
28-Aug-2018,Union-Parkway,2.832,USD,MM,May-2024
28-Aug-2018,Union-Parkway,2.865,USD,MM,Jun-2024
28-Aug-2018,Union-Parkway,2.908,USD,MM,Jul-2024
28-Aug-2018,Union-Parkway,2.944,USD,MM,Aug-2024
28-Aug-2018,Union-Parkway,2.955,USD,MM,Sep-2024
28-Aug-2018,Union-Parkway,3.003,USD,MM,Oct-2024
28-Aug-2018,Union-Parkway,3.076,USD,MM,Nov-2024
28-Aug-2018,Union-Parkway,3.224,USD,MM,Dec-2024
28-Aug-2018,Union-Parkway,3.368,USD,MM,Jan-2025
28-Aug-2018,Union-Parkway,3.323,USD,MM,Feb-2025
28-Aug-2018,Union-Parkway,3.254,USD,MM,Mar-2025
28-Aug-2018,Union-Parkway,2.904,USD,MM,Apr-2025
28-Aug-2018,Union-Parkway,2.894,USD,MM,May-2025
28-Aug-2018,Union-Parkway,2.927,USD,MM,Jun-2025
28-Aug-2018,Union-Parkway,2.969,USD,MM,Jul-2025
28-Aug-2018,Union-Parkway,3.007,USD,MM,Aug-2025
28-Aug-2018,Union-Parkway,3.02,USD,MM,Sep-2025
28-Aug-2018,Union-Parkway,3.072,USD,MM,Oct-2025
28-Aug-2018,Union-Parkway,3.149,USD,MM,Nov-2025
28-Aug-2018,Union-Parkway,3.3,USD,MM,Dec-2025
28-Aug-2018,Union-Parkway,3.447,USD,MM,Jan-2026
28-Aug-2018,Union-Parkway,3.402,USD,MM,Feb-2026
28-Aug-2018,Union-Parkway,3.333,USD,MM,Mar-2026
28-Aug-2018,Union-Parkway,2.978,USD,MM,Apr-2026
28-Aug-2018,Union-Parkway,2.963,USD,MM,May-2026
28-Aug-2018,Union-Parkway,2.998,USD,MM,Jun-2026
28-Aug-2018,Union-Parkway,3.043,USD,MM,Jul-2026
28-Aug-2018,Union-Parkway,3.083,USD,MM,Aug-2026
28-Aug-2018,Union-Parkway,3.098,USD,MM,Sep-2026
28-Aug-2018,Union-Parkway,3.153,USD,MM,Oct-2026
28-Aug-2018,Union-Parkway,3.238,USD,MM,Nov-2026
28-Aug-2018,Union-Parkway,3.393,USD,MM,Dec-2026
28-Aug-2018,Union-Parkway,3.542,USD,MM,Jan-2027
28-Aug-2018,Union-Parkway,3.497,USD,MM,Feb-2027
28-Aug-2018,Union-Parkway,3.428,USD,MM,Mar-2027
